戦時並びに戦時中	あっそうなんですねー
ゆっくりしてそれからこちらの	あはい
まーギブミーチューイングガムだとかギブミーチョコレートとかと	あーはいはいはい
弓道は	それが一番
えー韓国をテーマにした	へえ
えー歴史文化	はへえ
のことがえわたくしのライフワークになっていましたので	んーあー
未だに頭に残っていいる	あー
塗り絵はあのー	塗り絵ははい
でこれがですね今でも	ラグビーと空手
まーあのー友達とおーちょっとおー九州にいる友達とねしばらくぶりに	九州のお友達ですか
あの明治通りに私の所は面していますので皆さんバスやなんかで通る時にはあらーすごいわね松原さんちなんで	あー
結婚をしないでマンションを買ってあたしたちに	凄い
それでえーそういう子供達を教えてあげたいと思ってますがまずそういう一歩がえー達成できたという事が最近嬉しかった事といえばいえるこかと	嬉しいですね
えーそれは先ほどの質問で言ったようにやはり絵が好きだった	うんうんそうですね
可愛くて可愛くてあー子供を持つ喜びと	ふー
城門を探しに行く	そーですねー
買いましてで大きいのが出た時に買いまして	ああ
子供のころですから	うんはい
のぼりくだりのかたがいらっしゃるから進行方向左あ進行わたくしの場合は進行方向後ろ	こう進行方向はい
いう環境まー簡単に言えば焼け	なに
と結婚してまだ間もない二三歳の子供がいるんですけども	あっはい
嬉しいことだったんですがまーちょうど	人生記念すべき
色んなことをしましたで私はおてんばでしたので	あそうですか
適合するのではないか	えーえーえへ
それが一番の今の私の望みです	はいあーそうですかーわかります
もー全く	あー
自分が人になにもしていないから	えーそんなことないですよ
それを観たときになんて素晴らしいんだろうと思って	あーそうなんですねー
日本の国をですね支えるうー仕事をしておりますのでそういうところにはいってですねえー一生懸命やれれば国の為にもなるんではなかろうかとそう考えてですね	えーええええ
美容師さんになったらいいなっと	はー
そんな東京の馬の骨ともわからないもの	あー
着き	あっそーなんですねー
自重自重なんて自分で言い聞かせながら歩いていたぐらいに	うーん
あー飛び方じゃなくてゴムにかかってとそれで飛んじゃってそいで向こう側に行けばよしとしたあのーゴム飛びですねそいで	ゴム跳びですか
カセットのもうひとつ前の	あカセット
玉がついたようなそれを取ってきてそれを入れてそう	あー
若松あっ河田若松まで	えっそうそうはい
じゃんけん	国盗り
もう荷物がたくさんありすぎてどこから手をつけていいかわからないような状態なのでもう写真を	あはは
あのーみんなに好かれる先生でした	あーそーなんですねー
のぼりくだりのかたがいらっしゃるから進行方向左あ進行わたくしの場合は進行方向後ろに乗ると	後ろ
できたということがまー平凡なお答えですけど	えーいえいえー
西口から3つめなので	はい三つ目ですか
うーんいじくるのは好きですねで	えーそうですかー
まーそれがために	ああそうなんですか
ぱーっていうのかなそういう遊びをしました	はあそうなんですね
試合をやった同士で肩を組みあって	うーん
丁度幕末の	はい幕末の頃ですかはい
親指と人差し指で	親指と人差し指の
その気持ちが一番嬉しかったです	そーですねー
色々	ありがとうございます
十人ぐらいで乗れるようなやつを持ってましたでそれはあのーごく	えー
もっと足が丈夫だったらほんと船に乗って世界1周をしたいなっと思っています	いいですねーうーん
ま自分自身の中でやはりそれが一番あー嬉しかったかなーということで作文には	そうなんですね
そのあーえースーツケースを作って販売する	へえ
離れたところにございます	はいあーそーなんですね明治神宮の
棒状に編んで編んでいきますそうするとその筒の中から下に棒状の	あ
なんか今日はすいません道に	いえいえいえ
学校を	あ
シルバー人材センターでお仕事を頂いてやってましたら	あそうなんですね
白馬と	あ
時々来るしそれから必ず電話でですね元気元気というふうにあのー話をしてくれていますのでそういう意味では大変恵まれているという	いいですね
りゅうまちという病気で	はーあーそうなんですねー
いうことはないですけれども	ないけど
もうそれで暇つぶしにもなるし	はい
やっぱそれぞれ皆さんねやっぱ年の功というかね	うーん
何をどうやってっての全くさっぱりわからなかった	そうですね
まー何しろ色々なものに興味がありまして年甲斐もないって	いえいえとんでもないです
駅まで歩きましてでそこから新宿まで	だあは
私にとっては一番嬉しかった	そうですねー
私はあの海辺に育ったものですから	あーそうなんですか
趣味といえば強いていえば	あはい
いうことですねあと	いいですよね
そういう場所を探し	あ
うーん長年18年も会わなかった	十八年も
面白さを味わってこのご今後	あー
娘がほんとに	ねー
えー嬉しかったことかと思います	ご長男さんが
ことが楽しいことがあったと思いま嬉しかったことが	そうですか
まー私に	なるほど
男の子達ともよく遊びましたけどもやっぱり男の子と女女の子とこう別れてあそ遊んでたような気がします一緒にじゃなくて	ええ
えー海外からものを入れて売るというふうにして自分で仕事を	はー
趣味はえーと大正琴を	趣味大正琴ですよねー
日光あの太陽が	あたるえーえー
うー面白いって言ったら	あははは
母の日にあのお花を贈って	あへえ
そいからそのビー玉	はいはいビー玉
えーバットの代わりを	バットの代わりは
そのー収まってきたので	へえ
今は今でしたら大丈夫と思うんですけれどもあんなち血が白衣に飛んでするようなそういう勉強をしなきゃいけないのかと	うーん
ような	懐かしいですねー
軍人になるかなっていう	あー
宣伝だったらばサントリーだという意識がずーっとありましたので勉強をしてサントリーなどに入ったりしたこともあります	そうだったんですかー
この麻雀は学生時代に悪い友達に	あっ
失業してるんです会社がつぶれましてね	そーですかー
で茎の部分ですね	はい茎の部分に
20年代戦後間もない頃ですが	そうですよね
しかし今のように治安が悪くなってくるとですね自分を守るということが必要なんで	そうですね
好きな音楽だけを入れて	ふーん
四国の八十八か所の	あー
本を読むとか	うん読書で
まーざっとまーおのろけ話で申し訳ない	いえいえーとんでもない
その頃オリンピックの選手のになれるんだったらなりたかったなーって	はいはいあっそーなんですねー
あのー6年とか5年生の仲間に入れられてあのー自分はそこの	わぁすごーい
楽に楽に	あー
成人式をおこなったり色々なことがたくさんありすぎて	そうですね
池の釣りじゃなくて海の釣りがあのすごく遊びとして中心になっておりました	へーはいあー海
午後からあー二三時間教えてえーいただいておりますが	おーはい
えー孫男性ですが	あ男の子で
水泳はあーまー平泳ぎ	うん平泳ぎ
もうそれが	凄い
そのために	そうなんですね
んでーあたくしは	そうですよね
しばらく	すごいですねー
一等地と言われていたところだですが	はいはいええええそうですね
当時の遊びとしては	あはい
まー仕事で	絵もお描きになるの
お手玉それからあやとり	はいあーあーすごいあやとり
ビー玉にぶつける	あーはい
えーそういう意味ではそのこの先生がですね空手は教えるけど決して暴力を振るうことは	うーん
えーなんだかだでシルバーで十年程おーしご仕事と	そうなんですかー
全国に販売いたしましてそれも意外と軌道に乗って	あへー結構売れたんですね
えー歴史が残っておりますことを	へえ
から今今申し上げた女の子は今は24歳ですけれども一番下の男の子はですね今あの小学校3年生です	はいあーまだ可愛いですね
がっかり残念に思っている次第です	はーだめなんですねー
20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の	あ
結構自分ちに帰りたがらないっていうことが多いんですけどもそれがやっぱり	そうなんですか
えー最近嬉しかったことですか	はいなんでしょうか
ほどこされてこなかったんでございますけども	そうですか
多かったです	へえ
あの人との接触が好きなので	あへーコミュニケーション好きなんですね
時間が	そうですね
ところあのかが><あがこのまま上がっていくと若松口という所ですので	あーはい
それにそのなんかちっちゃい頃ちっちゃい頃ってゆってもまーあのなんですかね学校行ってからぐらいですけどあんた先生みたいねってそのスタイル格好がそんなふうに	ふふふ
祖母から縫い方を	数珠玉
祖母から縫い方を習ったりしてお手玉を遊んでました外では	あっ
なんかできたらいいなと	そうですねー
そして今度あのー	うーん
もともと運動することが大好きでしたから	あっそーなんですねー
あのーいい成績は取れませんでした	へーでも凄いですねー
当時は	軍人えーえー
これをやればほんとはいいんだけどもってふうに思ってっおりますけども	あーはい
せがれに会社を譲って	ああそうです
そして歩けるようになりましたのでほんとにもう一度富士山に登れるようになりたいなーと	あっそーですかー
まーお友達が	そうなんですねー
えー現在でもおー年会	凄い
道順はわかっているつもりですが	あーあはい
良かったなまー一番というよりも特に良かったなと	はい特に良かった
えー今後どういうことを自分自身して	うーん
彼女たちあのタクシーを飛ばして真っ暗な当時ですからもう真っ暗な	そーですよねー
イギリスの方に今行きたいと思っております	あっそうなんですねー
苦しかったこと	はー
人生で一番嬉しいことというのは	あはい
あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちは	そっか
まーあーそんなあーことで	それは幸せな
自重自重なんて自分で言い聞かせながら歩いていたぐらいにまー嬉しかったですね若かったという部分が大きいのでその後	いえいえ
契約はなったということこれは	はー凄いですね
送りじゃなくて迎いの	迎えに行ってるんですか
その	なるほど
を覚えて	はいええええへえ
二三日前に	そうですか
この三月にいーそれがあー開校する運びになって	よかったですねー
やったりほれから	あっ
もうそのような	へえ
衝突事故を起こすような	おお
色々と病気をしましたので	あーそうだったんですねー
麹町番長の	そうなんですね
見に一緒に見に行った友達と	あー好きになられたんですねうーん
あーもう天にも昇る	うーん
小学校3年生になった頃から	はい三年生になった頃から
わたくしは	はい
いうようなことで色んな縁が	なるほど
その合弁会社の方に引き抜かれて入って	あっそーなんですねー
あのーやっぱ徒歩でずーっと来ればよかったなと思いましたけれどももう仕方がないという	そうですね
なりませんでした	ねーご趣味たくさんある
アットベストだなと言われて	あー
それを私の生涯の仕事になりました	そーだったんですねー
毎日そんなことをしてもう	いいですね
友達とも話がしたり	そうですね
教員	あ
1番っていわれるとわたくしはちょっと戸惑ってしまいます	あーそーですか
これから	これから
えー距離にしてえー4キロぐらいです	えー凄い毎日ですか
自分たちでえー帆布の	帆布のぬ
魚釣りをやったり	ふーんはいはい
かれこれ	どうでしょうか
年齢を	もうそれなりに
ま洋服ソーイングですね洋服うー仕上げること	はぁーそーですかー
アットベストだなと	あー
えーあーいうところにまた行ってみたいなというと非常にうれしいことに必ずそれを調べてですねそれでえー来週もしくは再来週そこに一緒に	うーん
若松河和田町ですか	あはいそうですね
この子たちの将来がとっても気に	あー
まー初めてトライしたんでね当然手は震えるしーさっきっぽ書いて墨青墨つけてるんで	うーん
あたるんですけれども	はーはいはいはい
宿というかま安宿でしたけれども着いてもう3人で狂喜乱舞したことがすごく印象に残っていますで私はその	良かったですよね
ぶつけあって	はあ
ちょっと日差しが強くてえー	暑いですね
二回	はぁー
私もまー私の方が年ですから若い方にはできるだけ私も出来ることをさせていただいてきてるんですけどね	あー
ころあのーさかさまに入ったこともあって	はい笑
わたくしはあまり子供の頃やっぱり体が弱かったせいか外にはあまり遊びに行きませんでした	あっそうだったんですねー
パリのカルダンさんの事務所に毎日	あー通って
その時はもう周りがみんな本当に喜んでお祝いを一杯してくださったのでそのことがなんか一番一番っていうか	一番ですか
今までやってきたことがまちがってなかったなっていう感じで	あーいいですねー
えー縄跳びとか	はい縄跳び
そういう事がありまして今現在でもですねそういう人たちとの交流があるからこそ今の	そうですね
そこが結局そのー放水でプールのようになってて	あー
以上でーす	はい
そして渋谷から早大正門前という行きのバスがありますのでそのバスは1時間に2本きり出ていないので	あーそうなんですねー
今から五十一年にまーなりますけど	ねー長い五十一年間
孫おー	あ
それはちょっと変わった部分の趣味だと	ちょっと聞いてみたいですねー
今から五十一年に	あはまったんですねでも
えーゴルフの	すごいいーですねー
一日に五千歩けと医者からはいわれたのですけれども五千歩歩くということは中々難しいことで歩く	そうですね
体験する	いいですうん
最終的にやはりですねえー途中から	ええ
道順は大体わかっておりましたけど	あーはい
中はがらんとしててえーお相撲さんの	はははええ
あるんだなーという事が	ふふふ
フリーになって	はいあはい
ございませんでした	あーそうですかでも凄いですね
あのあ澤田美喜さんのように	うーん
日本と違う所へ行ってみたいなと	あーあー
今回で三回目になりますので	あっそーですねー3回目ですねー
まそんなあーことがございまして	疲れてらしたんですね
かいあの地上にでましてから	ええ地上に出て
先生になりたいなー生徒さんをいっぱい集めて一人一人色んな個性をが活かして	あーそーなんですねー
朝早く行って両方の	あっ
出来るだけ早い	うーん
えー入りたかったんですが	うーんあーそうですか
で幸いに	素敵な趣味
ゆっくりしてそれからこちらの会社に参りました	良かったですはい
仕切りを作って仕切りを作るまー線も書くと指で線を書くという形で	はい線を書いて
それにそのなんかちっちゃい頃ちっちゃい頃ってゆってもまーあのなんですかね学校行ってからぐらいですけど	あはい
オリンピックがね7年後にあるということ	あーはいそうですね
あのー学校受験して受かったことですね	あーそうですかおめでとうございます
まーあの自分の趣味として一番あーにあげられるあのあげるとすればえー絵画あーまー絵を描く	えー
話が合わなくなっちゃいました	あらーそーな
えーとテープを借りてきて	あはい
わたくしとしては	良かったんですねー
めんことこかそういうのを	ほー
病院に通院しているような状態です	えーえーはい大変ですよねー
軽井沢そのものでしたかちょっと覚えてないですが順次降りて連絡板を見てそこに何か書いてあるだろうというふうに	凄い
生きているということがとっても嬉しいと思います	あーそうですかーはい
それはあのにじんでくるので文章を書いているうちににじみますからと	あーはあはあ
必要なことが多かったんですけど	あー寒いから
お正月は自宅でやっぱり両親や	あー
でえー	すごーい
それは親が	いよかったですねー
は先生になりたいとは特には思ってないですけどだけど	思ってなかったんですか
出張の	あー
えーそんな風に思って	あっそー
ま逆に	また
あのー折り紙が一番多かったですね	あっ
でこれが乗り換えがですねものすごく距離があるんですねですからまーそれを歩きながらこれやっぱしまったなと	あっ
イギリスの方に今行きたいと思っておりますそれも約束が	是非
これからは	ええ
肝臓の権威っていわれるぐらいの大先生になっているんです東京医大にあの	へー
まだまだわからないことがたくさんあるので	やーわからないと思います
その道に進めたかったのですけど	はーそうですかー
宿というかま安宿でしたけれども着いてもう3人で狂喜乱舞したことがすごく	わーそ
多趣味っていうか色んなことであの時間があれば何でもできると思って	はー
ちゃんと育ってもらって	あはははははっは
あのー単なるあのー	難かしいですよねピーマン
小学校の	ありました
もうあのその子はりこちゃんっていう名前りこという名前なのですがその子に電話した時にはおばさんはもうりこちゃん病になってしまったっていうんです	そうなんですね
そのデータをとっておりましてね	えっ
その中学生の三年生の	ええ
えー椎間板閉塞症と	腰痛が
一番近いホームの後ろに	ええああああ
カンボジアにまー色々なご縁ができて	あーはい
自分は誰も相談する人がないっていうことで私に一部始終あることをこうあのー	はあ
辿り着くことが	あっ
着付けをしたり編み物を	ああ
塗り絵と違うんでね全部	ええむつかしいですね
えーそのーおー	はー
しゃきっとしないまそーいう意味では一番したいことっていうかなりたいことは	あはい
えーと今度は	今度は
色んなことをしました	あそうですか
空白な時間ができるので	没頭できるんですね
宣伝だったらばサントリーだという意識がずーっとありましたので	あーはいはい
カラオケを	あーはいはい
でさんじ	あー
わたくしの子供の頃には	すごーい
楽器でしますのでね意外と大変なのとあった	あわせるのが
ソプラノアルトテナーベースと	へえ
アメリカの領事館へ行って領事と何のために行くんだどういうあれなんだっていうことを	いろいろ聞かれます
あうなることができたらそれがいいんではないかなと思ったりしております	はいはい
あのー愛燦燦と	あ
あーもう天にも昇る嬉しさでした	あーそうですねわかります
めんことこかそういうのをよくやりまして	おーん
ことを	わー
中学生の時は卓球をやったりそれからあと	んー
あと	塗り絵ゴム飛び缶蹴り
えー娘が今ヨーロッパへ娘夫婦がヨーロッパに今	へえ
たけ竹とんぼを作ったり	はいあー
敵と	戦争ごっこ
人を大切にしたい	あー人ですか
そりゃまーまーまーまーそれでいいかなと思って次は	あっ
まー一番したいことは	はい一番したいことはどうでしょう
そういう順序でまーまーなにしろまー初体験なんでね	うーんそーですよねー
三年の時にまー一応	三年の時
ものですかねなんかそういうのをあげなければ自分では	かたちでね
あのーまーさっきもさっき申し上げた大学時代の	はいあー
多くて	はーそうなんです
それでえーそういう子供達を教えてあげたいと思ってますがまずそういう一歩がえー達成できたと	そーですよねー
時々思い出すことがあります	ふーんはい
あの明治通りに私の所は面していますので皆さんバスやなんかで通る時には	あーそうなんですねー
えー駅員さんに聞いてえー2番出口という	二番出口
えーまとめまして	凄いですね
それでは私の給料がでないということで色々貿易	あーそう
まー嬉しいっていうのか楽しいっていうのか私は大正琴を少しやっているんですねそれでやっぱりお教室へ行った時はもう本当に年齢の近い人たちばっかりで	へえ
めんこをひっくり返すと上からたたきつけてひっくり返すと	あーはあ
かんとうしゅうだいれんしという風に呼ばれておりました	えーえーあっそーなんですねーえー
えーそして	大事ですよね
なんですかねあればその会長に限らずいろんな方に少しは差し上げてきたんですけど	あそうなんですかええ
可愛くて可愛くてあー子供を	そうですか
未だに頭に残っていいることは	そうですね
鬼を抜けられないという遊びだったように	そうですね
妻と一緒にいー	あーそーですかー
どこどこに	あ
ひっくり返したら相手のめんこが自分のものになるっていうこと	うーん
山手線回りで来ました	あーそうですか
嬉しく	あーそうですか
できなくなったり	はいえーあーそうですかーふーん
まー何しろ色々なものに興味がありまして年甲斐もないって言われますがお友達には	そんなことないです
卒業してから書道教えてましてずっと教えてましてまーちょうど	あーそうなんですか
違うお父さんもう	あ
私が	っそうですか
ことで	なるほどうん
一番嬉しかった	ありがとうございます
それは親があたしたちを大事に育ててくれたことが	そうですよねー
えー新宿までが	新宿までが
そんなことをやりながらでも	へー
ピエールカルダンさんの	ええ
布を	あー
なんかの	うーん
入りました	あーそーだったんですねー
そっから	あーそういう順番なんですね
色々と病気を	あはい
あとはお友達とお食事会に行くそれから	あーはいはいうん
楽しみに	そうですか
って思いましたまー財閥の	そうです
えーとっても嬉しかったこととかっていうとまー	笑
えー山形の蔵王スキーまー樹氷で有名なんですけどもね	えーえーえーそーですね
でー最初は	へぇーうん
その道に進めたかったのですけど私は	そうなんですね
大江戸線に乗りましてかわ	あはい
えー結局教員にさせられてしまいました	あーいえいえー良かったですよー教員
鞍馬天狗とか	あーはいはい
読んだり	あ
あの他の友達なんかに比べて非常にあの恵まれてるという	そうですね
ことはなーいですけどただ自分が亡くなる時にちゃんとあのお葬式なりなんなり	お葬式ですか
まーざっと	そうなんですね
そうですね今一番したいことはピアノを上手になるまたなることって	いいですねー
2泊泊まってそれで年末の31日に	あ
あ好きで	立派です
のぼりくだりのかたがいらっしゃるから	あはいはいはいはい
そういうような内容になっているのではないでしょうか	はいあーそうはい
つい最近母の日ですか私は子供がおりません	あそうですか
病気の話ばとかすえの話とかんなるとちょっと私も何だかまーいつかは自分もその立場んなるんでしょうけども	ええ
一応	凄いですね
一日に五千歩けと医者からはいわれたのですけれども五千歩歩くということは中々難しい	そうですよね
えーちょっと	そーですね
もーあっちが痛いこっちが痛いってことになると	大変で
ものですかねなんか	もので
の周りが全部兄弟も	はー
あたることもありましたけれども、百メートル	それはちょっと
良かった嬉しかったと思っております	そうですよねあ
のここの駅で降りて	はいそうですね
登りたいです	あーすごいですねーおじさん
おとこ男の子みたいに乱暴に	活発に
持ってきなさいということで	うーん
一人で電車に乗って遊びに	ああ
西新宿5丁目大江戸線地下鉄大江戸線に	うん大江戸線はい
安直に	そうですね
こういう	うーん
それが一番したいことだと思います	そーですよねーほんとに
自分勝手な考え方です	そんなことないですはい
殿様に	そういう
ま実際の	そーなるといーですねー
こちらに乗って下車してそして徒歩であのーこちらでいただいた	あっはい
とてもとてもその塗り絵を	あーうまい子がねー
いうようなことで色んな鞄を作って	ああああ
七号リールを	あー
まーちゅう子供が産まれたっちゅうことの喜びと	そうですよね
えー今年まで四十年間	はい40年間
旅行とかねいうこと時々は行ってるんですけども	すごいいーですねー
えーバランスとらなきゃいけないんで	うーん
とてもとてもその	ああ
シルバー人材センターに登録をして	あっはい
ボランティアデスネあの	あ
やはり	ねえ
すべてがうまくいきましてそれでそれが椎葉さんのおかげだおかげだっていってくれたことが本当に	うーん
4年の所を優待生で3年間で終了させていただきまして彼女も	さすがうん
いうことであのーそれをずーっと続けておりましてそういう仲間が	ああ
城の門を探しに行くのは	お城の門の旅は
でえーと大江戸線で代々木から大江戸線で都庁前で	あーそうなん
えー社会人に	50年
釣りをしてたって	ふーん
今このパソコンで最近は皆あのイギリスの方の大学も受けられるそうなんで	あっはー
私にとっては一番嬉しかったことですねこれは	それは
そういった方々の歌を今でも新しくね	ああ
スキー山スキーですねちょっと小高い山の	ええ
健康でいたい	そうですね
猫の	なかなか
あのー折り紙が一番多かったですねあとお手玉もよくやったお手玉と	へえ
自分でがんばっていかなけばならないって	あー
作る	へー
よん四十八年	はーすごい
思ってましたっていうのは何故かっていうと	はいどうしてでしょうか
このテーマでやばやはりすぐ1番にあのー浮かぶのは	はい浮かぶのはなんでしょう
中の整理	あーはい
あのずっと入りたいところにお陰様で入れましたので	あーはいはい
ドッジボールをして遊びました	はいあーそなんですねー
とうとう何にも教えてもらもらえませんでしたが	あーそーだったんですかーはい
えー空き缶で缶蹴りをしたり	ああ
まー今でも嬉しいっていうかずーっと嬉しいことですよねえー	106歳すごいですねー
アケビとか栗とか	はいへえ
かわ若松口というのはこちらの改札でよろしいですかと伺いましたら	ええあはい
それであの初めて国技館に	凄いじゃないです
ビー玉をなんかこう	懐かしい
ちょっと日差しが強くて	あーはいはい
静購読ではないですがまー	あー晴耕雨読
えー小さい時は	ええはい遊びは
画面からはみ出すようにねやはりあのー元の部分からね先生は描きなさいということでね	ふーん
ってのもこれっていうことはございません	あーはい
何よりも	そーですよねー
針針を使ったか	針を使って
あのー歳とともに	へえ
それからーもう	へえ
代々木八幡駅から小田急線に乗りまして新宿に出て	新宿に出て
結構自分ちに帰りたがらないっていうことが多いんですけどもそれがやっぱりいつも	あーん
先生がまー歩くあの走れないもんですからあのー歩くのが一番いいんじゃないかっていうことでまーいちんちおきには歩いてまー一万歩ぐらいは歩いております	わー凄い
一番いいと思います	そうですねーあたしもそう思います
その気持ちが一番嬉しかったですそれにまーあのそういっちゃなんですけどまーわたくしが言った通りまたその人も真面目で私が言ったとおりにことを	へぇー
自分の目指す大学に無事入学した	あー
なんか今日はすいません道にちょっとまお迷ってしまって	あーいえわかりづらいですよね
まーそういった	そう
正直な気持ちを伝えまして	はいふーん
一人で全部ケアしなくちゃならないってことを	そうですよね
楽しくさせてあげたいそれだけです	すごーいいーですねー優しいわ
20年代戦後間もない	二十年代戦後ですね
アットベストだなと言われて自分も	そーなんですねー
生きていると	あ
いうことは常々	なるほどね
かったと思いますそのちっちゃい時に子供同士でやった	そうなんですね
の語り何かを	ジェットストリーム
とても楽しかったですねあのかけっこターザンごっこそんな	はいあーそーなんですねー
ふっふっとある	あはっあります
その絵と文字が	えっと
本当になんて	わー
ですから学校の授業は兵隊さんに手紙を書いたり慰問袋作ったり	へーはい
或いは街をに歩いてるえーアメリカ人に声をかけて	へぇー
一番嬉しかったと思っています	はーそうですか
でめんこはあの四角いのや	めんこは
多い時は年間んー50回近く	はー凄いですね
お母さんありがとうって	うん
そのー誰があのどうこうもらうとか	あはははは
していこうかなということを考えましてまーあの長いことえーなが四十年にわたって	はー
とうとう何にも教えてもら	あっ
しなほとんどしなかったですね	あーそういうのやってらっしゃらなかった
戦いに必要な	んーはい
それから幼稚園の先生に	はぁーそー
子供がいたらこんな気持ちになるのかしらと	あはは
ないです	ああはいはいはい
今だったらとても考えられないんですがそこにも勿論泳いだりしませんけども	はは
途中で	あーそーだったんですねー
えー我が家から国会議事堂がすぐ手にとるように	えー
1センチ5ミリぐらいの	そうです
不調になった	うーん
あれからもう四十うー四年経ちますがあー今だに忘れることが出来ません以上です	はー
素晴らしい	ああ
で美味しいものを食べるようにといわれたんですけれども	美味しいものをはいいいですねーはい
学校の先生というのは	ねえ
自分で誰も教えてくれる人がいませんので	そうですね
あとは	あとははいどうでしょうか
えーそこから歩いて大江戸線に乗るまでに約ひちはち分かかります	あ
順番に並んで捕虜になっちゃうっていう風なで最後にあのー残った人が勝ちだっという風なことだったりですね	はいあー面白いですねー
だんだんと	面白いですよねー
空手道に	へー
えーそういう風な簡単な遊びを	うーん
けんけん	ケンケン跳びかな
遊び盛りと	そうですね
鬼怒川温泉の旅行に	うーんいいですね
から木に登ったりそれから鉄棒をしたり	そうですねー
えー歴史が残っております	えーえーあっ
いうことでその小さい頃遊んだそれがですねそのまま今でも生きているという	あー
まー何しろ色々なものに興味がありまして年甲斐もないって言われますがお友達にはまだまだ私は前向きに色々の趣味を	どんどんやって
氷じゃなくて雪ですね	はーあー
ですので	家事もありますもんね
かわまつえきだのに電話をいたしましてどの様に行ったらいいのか路線電車の路線を	そうだったんですね
岸へ持ち上げて出すとその中にウナギがいるとか	へー
ぱーって	ケンケンパー
今日はその看板を見逃してこっちかなと	そうなんですか
スーパーのでごめんねって言って買ってきてくれてにぎりずしの	はい
好きな観たい映画があったら観に	はあ
まーできればね	へー
2年連続	はい二年連続で
あー段々発達をしてきて	へえ
自分でがんばっていかなけばならないっていう気持ちの	そうですか
テレビ見たりしました	はいはいうーん
友達も多くお話できるお電話もかかってきますし	あっそーなんですねー
えーご担当の方からここのようなモニターのえー仕事があるけど行ってみないかというふうな事でお誘いを受けてえー本日参りました	あーそうですか
言ったのを良く覚えていますま	そうですね
のですがえー	いいですね
自分の目指す大学に無事入学したことであります	はーそうですか良かったですね
そういう感じでしたけど大体男の子と遊んでるのほうが多かったのでまー皆さんでやる時は縄跳びをやったり	うーん縄跳びねー
生活の中で社会人になって	あ
これは六十歳以上の人が入れまして	あー高齢者の大学ですね
それなりの生活を送っているっていうことが一番嬉しい	嬉しいですね
時間がぎりぎりになってしまいました	いいえとんでもないです
初台から水道道路のほうからバスで新宿駅に出ました	はい新宿はい
行っております	あーいらっしゃるんですねー
毎日でも	ああ
私は子供の頃はあー比較的外で遊ぶことが好きでえー	そうですよね男の子だから
次は右から	え
まーだいたいそんなような遊び方だったと	あー
あっえー	うんうんありました
そういう家を建てなくたってそういう施設で	そうですよね
で相手の	そうなんですか
その道に進めたかったのですけど私はなんせ小さい時からあの虚弱体質で	うーん
多く遊んだのは野球を	あ野球を
毎日でもいいから肩をもんでくれる人がいるといいなと思います以上です	そうですかーはい
あとはお友達とお食事会に行くそれからえーと旅行ですね	うーんはいはいはい
鞄を売るとか	あー
えー35名の中に	うん入りました
運がいいめぐり合わせが	そーですね
えー一つの遊びとしてはどちらが長く駒が回るかと	あーはい
一日に五千歩けと医者からはいわれたのですけれども	はい五千歩
見学がありましてそこに行ったときに手術を見る機会があったんですけども	あーはいはい
えー社会人になって	五十年ですか
今もそのスタジオはあるんですけど先生はあのーもう歳でお亡くなりになったんで	はーあーそうなんですねー
それからあたしがまー	それから
の周りが	わ
きたいなと思います	もんじゃないですよね
まー仕事であの単身赴任でえー札幌にあのー赴任をしました時に	札幌にいらしたんですか
時折	あ
お母さんに対する感謝っていうことだろうなと思ってそれはそれは	はええ
秋に	うーん
えーそういう意味ではそのこの先生がですね空手は教えるけど決して暴力を振るうことはまかりならんよということでこれを守れなければ教えないということでそれを守っておりますので未だに	素晴らしいですね
やっぱりあのいい先生で	あー良かったですねー
申し訳ないなって思いながら美味しくいただきました	はーそーですかー
女ばっかりで	あっそー
まー色々と	いろいろなさるうん
そういう家を建てなくたってそういう施設で働くという	ああああ
あの大きく影響してたと思うんですけど	うーんうんうん
ただああまり今日は歩いておりませんでしたのであのー	そうなんですね
ま普段車に乗ったり色々してますので	はあお車なんですね
ひっかけて	針にひっかけて
まーそーいった自然なものが豊富に	あー
帰りには孫たちと一緒にですね食事をしたということで非常にこれもうれしいとだからこれについてはですねあのー娘3人にも言ってるのですができるだけ無理なことはしてほしくはないけれども続けてほしいと	はいはい
加工して2	ああ
若い人達のあーいう風に集まってワイワイ騒ぐっていうのも好きではないんですけども大正琴の	そうですよねー
そうですね趣味としたらまず最初絵絵が大好きで	絵ですかはいへー
先月んー高校時代の友人とえー高田馬場の	高校時代はい
ちょこちょこと合間にえーナレーションを入れるというえーディスクジョッキーの走りみたいな	凄い
やっぱり勉強したいですね色々とお時間が	あー
旅館の女将さんそういうのに	うーん
えー趣味はありませんけれども	そうなんですか
学だけつけておけばって	ああ
最終的にはえーその希望はかないませんでした	あーそーだったんですねー
あげるようにと	そうなんですか
息子のほうは	へえ
そこで小学校五年生まで	はいはいはーそですか
えーご担当の方からここのようなモニターのえー仕事があるけど行ってみないかと	えーあっ
えーゴルフをやるには非常にお金がかかると	あ
宣伝だったらばサントリーだという意識が	あはははっはは
あまりないんですけど	あははそうですかあは
父が色んな多角経営でお店をやったりしておりましたのでそちらの	すごーい
歌ったことですかね	そうですかーいいですねー
