,input,answer,predict
10143,"棒状 に 編ん で 編ん で いき ます そう する と その 筒 の 中 から 下 に 棒状 の ひも が で て くる ん です が 
","_そう です ね 
","あー そう な ん です ね 
"
10144,"あのー それ なり に 
","_ねえ 
","はー 
"
10145,"ゴルフ 場 に 
","_あっ 
","あー そう な ん です ね 
"
10146,"四方 八方 に 伸び た 
","_描きだす ところ が 決まっ てる ん です ね うん 
","はい あー そう な ん です か 
"
10147,"肝臓 の 権威 って いわ れる ぐらい の 
","_えー 
","あー 
"
10148,"なり たい なー 
","_そう です よ ねー はい 
","あー そう な ん です か 
"
10149,"偶然 と は いえ 
","_そう です ね ええ 
","あー そう な ん です ね 
"
10150,"のぼりくだり の かた が いらっしゃる から 進行 方向 左 あ 進行 
","_うーん 
","あー 
"
10151,"いう よう な こと で 少し づつ 
","_ええ あー 
","あ そう です ね 
"
10152,"いう 風 に 思っ て 
","_うーん 
","あー そう な ん です ね 
"
10153,"た です 
","_うーん 
","あ はい 
"
10154,"友人 が あー 参加 し て くれ た こと が あのー 非常 に えー 
","_あ なー なるほど 
","あ そう な ん です ね 
"
10155,"新しい 家 に 入る こと なく 亡くなっ た の が 
","_あー うん うん 
","あー そう な ん です か 
"
10156,"塗り絵 です ね それ から 
","_塗り絵 
","あ 
"
10157,"宿 と いう か ま 安宿 でし た けれど も 着い て もう 3 人 で 狂喜 乱舞 し た こと が すごく 
","_そう です ね 
","あー 
"
10158,"大手 門 が 移築 さ れ て いる と いう の で 
","_えー そう な ん です ね 
","あー そう な ん です ね 
"
10159,"し て もらい たい こと うーん 
","_はい し て もらい たい こと は うん 
","そう です よ ね うん 
"
10160,"地図 の 通り に 歩い て 参り まし た 
","_うん あ ありがとう ござい ます 
","あ はい 
"
10161,"一 つ は あー 長い 
","_長く て はい 
","あ そう です か 
"
10162,"えー ようやく 
","_そう です か ええ 
","はい あ そう な ん です か 
"
10163,"あの 最近 こう 気温 が 高い もん です から 
","_あ そう です ね 
","あー そう な ん です ね 
"
10164,"あのー 表 さん 裏 さん が できる 前 の 武家 茶 で 
","_あ 
","はい はー 
"
10165,"そして 渋谷 から 早大 正門 前 と いう 行き の バス が あり ます の で その バス は 1 時間 に 2 本 きり 出 て い ない の で えーと 今日 は 
","_少ない です ね 
","あー そう な ん です ね 
"
10166,"約 家 から 歩い て えー 3 0 分 弱 です ね 
","_あっ 3 0 分 ぐらい な ん です ねー 
","あ そう な ん です ね 
"
10167,"人 を 大切 に し たい 
","_人 を 大切 に です か 
","あー はい はい 
"
10168,"それ と 私 女子 医大 に 長く あの 入院 し て おり まし て 出 たり 入っ たり し て おり まし た の で この 辺 を ちょっと あの 存じ て おり まし た の で 早稲田 の 方 も ちょっと お 散歩 がてら 病院 から 行っ たり し て 
","_えー えー 近い です よ ねー 
","あ そう な ん です か 
"
10169,"特に これ に なり たい と いう もの は なかっ た です 
","_うーん そう です か 
","あ そう な ん です か 
"
10170,"そう です ねー 今 は あのー 
","_今 は 
","あ そう な ん です か 
"
10171,"あの きちっと し た 身だしなみ を 整え て い たい って いう の 
","_あー 
","あー 
"
10172,"で 学生 の 頃 は お 琴 を やっ て おり まし た お 琴 に 
","_すす 
","あ そう な ん です ね 
"
10173,"わたくし の 子供 の 頃 は かくれんぼ が 多かっ た よう に 思い ます 
","_あー 
","あー そう な ん です ね 
"
10174,"あのー 愛 燦燦 と いう ね 
","_あ はい 
","あ はい 
"
10175,"着付け を し たり 編み物 を し たり し て まし た けど 
","_はい 編み物 です ね 
","あー そう な ん です ね 
"
10176,"えー そう いう 風 な 簡単 な 遊び を 
","_うーん 
","あー そう な ん です ね 
"
10177,"あと スポーツ で は ね 今 は ない ん です けど 三角 ベース と いい まし て ね 
","_三角 ベース です ね 
","あー そう な ん です か 
"
10178,"そう いう 感じ でし た けど 大体 男の子 と 遊ん でる の ほう が 
","_えー 
","あ そう な ん です か 
"
10179,"えー 乗る 
","_そう な ん です ね 
","はい あ そう な ん です ね 
"
10180,"大人 に なっ て くる と 今度 は 経済 力 が でき ます から 
","_あっ 
","あー 
"
10181,"ある ん だ なー と いう 
","_あっ 
","あー 
"
10182,"そう いっ た 遊び も おー 近所 の 子供 達 と おー 多く 遊ん で おり まし た 
","_あっ そー な ん です ねー 
","あ そう な ん です ね 
"
10183,"今度 は 渋谷 区 の 区 の 大会 に ね 
","_ええ あ 
","あ はい 
"
10184,"わたくし は もう ほとんど 再会 は 
","_うん うーん 
","あー 
"
10185,"えー ジープ に 乗っ て かっこ よい 
","_かっこ よかっ た ん です ね 
","あ はい 
"
10186,"計画 し て 
","_一緒 に はい 
","はー 
"
10187,"まー そう いう 時代 でし た 
","_ほー 
","あー そう な ん です ね 
"
10188,"農家 な ん です けど 奉公 に 出さ れ まし た 
","_あー そー な ん です ね 大変 でし た ねー 
","あー そう な ん です ね 
"
10189,"趣味 は えーと 大正 琴 を えーと もう 3 0 年 近く 
","_うーん ええ 
","はい 
"
10190,"日本 の 国 を です ね 支える うー 仕事 を し て おり ます の で そう いう ところ に はいっ て です ね えー 一生 懸命 やれれ ば 
","_あっ 
","はー 
"
10191,"孫 おー ま 三 人 いる ん です が 
","_はい お 孫 さん 
","はい あ そう な ん です ね 
"
10192,"こと を 覚え て おり ます けど も 
","_あー そう な ん です ね 
","あ そう な ん です ね 
"
10193,"はい あの わたくし の 甥っ子 の 子供 が 
","_甥っ子 さん が はい 甥っ子 の お 子 様 が です 
","あ はい 
"
10194,"あるいは 
","_えー 
","あー 
"
10195,"静 購読 で は ない です が まー 
","_あー 晴耕 雨読 
","あー そう な ん です ね 
"
10196,"生き て いる と いう こと が とっても 嬉しい と 思い ます 
","_ほんと に 生き てる こと が 一番 幸せ です よ ね 
","あー そう な ん です か 
"
10197,"歌 を 今 
","_新しい 歌 を 
","そう です ね 
"
10198,"いう 電話 が あり まし て 
","_ええ 
","あー 
"
10199,"お 手伝い は しっかり できる よう に って 
","_あー 
","あー 
"
10200,"そう いう 風 に 考え まし た ね 
","_うーん うん 
","あ そう な ん です ね 
"
10201,"この 曜日 に 来 た の と 思っ て 
","_あっはっはっ うん 
","あ そう な ん です か 
"
10202,"最近 で は もう 一番 それ が 最高 に 嬉しかっ た と 思い ます 
","_すごい とても いい こと です 
","あ そう な ん です ね 
"
10203,"初めて の 飛行 機 しゅ 
","_はー 初めて だっ た ん です ね 
","あ 
"
10204,"いう 風 に 思っ て ます 
","_素敵 です ね 
","あ そう な ん です ね 
"
10205,"なり ませ ん でし た 
","_はー そう な ん です か 
","あー そう な ん です か 
"
10206,"その 
","_ふふ ふふっ 
","あー 
"
10207,"そこ の 
","_そう な ん です ね 
","あー そう な ん です ね 
"
10208,"めんこ を ひっくり返す と 上 から たたきつけ て ひっくり返す と 自分 の もの に なる と いう 
","_あー 
","あー 
"
10209,"肝臓 の 権威 って いわ れる ぐらい の 大 先生 に なっ て いる ん です 
","_凄い です ね 
","あー そう な ん です か 
"
10210,"或いは 街 を に 歩い てる えー アメリカ 人 に 声 を かけ て 
","_わー 積極 的 な ん です ね 
","あー 
"
10211,"興味 と いう か 価値 を 見出し て ます ね 
","_あ そう です か 
","あ そう な ん です ね 
"
10212,"私 は 戦争 中 な の で 終戦 が 昭和 2 0 年 の 8 月 1 5 日 
","_あ はい はい 
","あ はい 
"
10213,"音楽 が 好き な の で 
","_音楽 です か 
","あー はい はい 
"
10214,"鬼怒 川 温泉 の 旅行 に 
","_うーん いい です ね 
","あー そう な ん です ね 
"
10215,"それ と 私 女子 医大 に 長く あの 入院 し て おり まし て 出 たり 入っ たり し て おり まし た の で この 辺 を ちょっと あの 存じ て おり まし た の で 早稲田 の 方 も ちょっと お 散歩 がてら 病院 から 行っ たり し て 
","_へえ 
","あ そう な ん です か 
"
10216,"いう 
","_そう です ね 
","はい あー 
"
10217,"復活 し た 両国 の 花火 も 見え と 
","_へえ 
","あ はい 
"
10218,"それ も よく あの 同じ よう な 形 で ね ベー コマ って いう の は 完全 に 
","_ベーゴマ 小っちゃい ん だ 
","あ そう な ん です ね 
"
10219,"8 歳 くらい まで は 色々 何 か おっかない よう な 感じ が し たり する 
","_はい そう です ね 
","あー 
"
10220,"えー お 人形 さん 遊び と か 
","_あー はい はい 
","あー そう な ん です ね 
"
10221,"四 歳 の 時 亡くなり まし て それ まで は まー 学校 卒業 し て から 
","_うーん ええ 
","あ はい 
"
10222,"色んな 所 に 外国 も 相当 行き まし た けど まだ 
","_あー そう です か 
","あー そう な ん です ね 
"
10223,"あのー ここ まで 辿り着き まし た そんな に 時間 かから なかっ た ん で 
","_あ そう です か 
","あ 
"
10224,"九州 方面 が 観 て い ませ ん から これ から の 楽しみ です 
","_あっ そう です ね 
","あ そう な ん です ね 
"
10225,"東京 女子 医大 が 若松 河田 に あり ます の で 
","_あ はい 
","あ そう な ん です ね 
"
10226,"えー 駒 回し です ね 駒 回し と か めんこ って いう の やり まし た 
","_あっ 
","あー そう な ん です ね 
"
10227,"えー 都 バス に 乗っ て 参り まし た 
","_あ はい 
","あ はい 
"
10228,"えー 
","_素敵 です ね 
","そう です か 
"
10229,"兵隊 さん です ね 
","_ええ 
","あ そう な ん です か 
"
10230,"えーと 書道 です 
","_あ 書道 です 
","あ はい 
"
10231,"西新宿 5 丁目 大 江戸 線 地下 鉄 大 江戸 線 に えー 乗車 を いたし まし て えー 若松 河田 まで 参り えー そして こちら の 会社 の 方 まで 訪問 を さ れ て さ せ て いただき まし た 
","_あー そう な ん です ね 大 江戸 線 です ね はい 
","あ そう な ん です ね 
"
10232,"多かっ た です あと 銀行 に も あの 西武 信用 銀行 って いう ん です か 
","_へえ 
","あ はい 
"
10233,"ちょっと あのー そ 意思 疎通 に なっ て しまっ た の です が 未だ に もう ひとかた の お 友達 と は 
","_あ 
","あ 
"
10234,"わたくし の 子供 の 頃 は 家 で 遊ぶ こと が 多かっ た です 
","_へえ 
","あ そう な ん です ね 
"
10235,"その 人 が 今度 鬼 に なる と 
","_交代 です ね 
","あー 
"
10236,"もう 毎日 の よう に じ 
","_毎日 の よう に 
","はい 
"
10237,"それ と 今 で も あのー ヨガ は もう 2 5 年 くらい に なり ます けど 
","_あ 凄い 二十 五 年 も 
","あ はい 
"
10238,"それ と 私 女子 医大 に 長く あの 入院 し て おり まし て 出 たり 入っ たり し て おり まし た の で この 辺 を ちょっと あの 存じ て おり まし た の で 早稲田 の 方 も ちょっと お 散歩 がてら 病院 から 行っ たり し て 
","_あー そう な ん です か 
","あ そう な ん です か 
"
10239,"もー 全く 芸術 性 の ない 風呂屋 の ペンキ 画 は それ なり に い ん です けど も 
","_ええ えっ へ へっ 
","あ そう な ん です ね 
"
10240,"寝坊 で ござい ます 
","_あー やっ ちゃい まし た ね 
","あー そう な ん です か 
"
10241,"まー そー いう こと が 今後 の 自分 の 人生 に 役立っ た と いう こと で 嬉しかっ た です ね 
","_そう な ん です ね 
","あー そう な ん です ね 
"
10242,"あの 
","_へえ 
","あ 
"
10243,"です から 子供 の 
","_見え ない 
","はー 
"
10244,"ま 自分 自身 の 中 で やはり それ が 一番 あー 嬉しかっ た か なー と いう こと で 作文 に は その よう に 記載 を し まし た 
","_あ はい 
","はい あ そう な ん です か 
"
10245,"まー 私 に 白羽 の 矢 が 立っ て 
","_あー そう だっ た ん です か 
","あ そう な ん です か 
"
10246,"と 一緒 に 本 を 見 たり なんか し て やっぱり 一番 本 です ね 本 で 色んな あの 小さい 時 に 折り紙 と か いろんな こと を 覚え て 
","_はい 本 で 
","あー 
"
10247,"えー 生まれ が 東京 で 
","_東京 の 
","あ そう な ん です ね 
"
10248,"えー そう いう 意味 で は その この 先生 が です ね 空手 は 教える けど 決して 暴力 を 振るう こと は まかり なら ん よ と いう こと で これ を 守れ なけれ ば 教え ない と いう こと で それ を 守っ て おり ます の で 未だ に けんか を する って こと も あり ませ ん 
","_やー 凄い 
","あー 
"
10249,"3 0 人 
","_はー 
","はい 
"
10250,"それ で 私 だっ たら 彼女 たち は 私 の こと を 思っ て どう いう 風 に 考える か なー って 
","_ええ 
","あ そう な ん です ね 
"
10251,"わたくし の 子供 の 頃 は 家 で 遊ぶ こと が 多かっ た です お はじき を し たり お 手玉 を し たり その お 手玉 も 自分 で 縫っ て 
","_ええ 
","あー 
"
10252,"そう いう 家 を 建て なく たって そう いう 施設 で 働く と いう こと も お 姉 さん に なれる と いう こと も あっ た の に そう いう 実行 力 も 何 も なくっ て まー ごく 
","_いえ 
","うーん 
"
10253,"全く に あの 突然 に そんな 贈っ て き て もらっ て 
","_あはは んー 
","あー はい はい はい はい 
"
10254,"えー お 電話 を かけ させ て いただい て えー 階段 で こちら の 方 まで 
","_あー 
","あー そう な ん です か 
"
10255,"着付け も 
","_おっ へえ 
","あ はい 
"
10256,"そ し たら じゃあ 今 の うち に やっ ちゃお って わけ で 
","_へえ 
","あー 
"
10257,"えー 今 五 段 だっ た の が 一 つ 位 が 上がっ て 五 段 錬 士 と いう 位 を 
","_練習 です か 
","あー 
"
10258,"その 時 は もう 周り が みんな 本当 に 喜ん で お 祝い を 一杯 し て くださっ た の で 
","_あー 
","あ そう な ん です ね 
"
10259,"あのー 絵 手紙 の 初級 コース と いう 
","_へー 絵 手紙 
","あー 
"
10260,"そう いう もの あの 自分 自身 で やっ て おり まし た し あと 陶芸 と か も やっ て おり まし た 
","_幅広い です ね 
","あー はい はい 
"
10261,"二人 で 温泉 に 
","_あー はい 
","あー そう な ん です ね 
"
10262,"あの 離れ て しまい まし た けど 今 は 息子 さん が 跡 を 継い で おり ます 
","_あ そう です 
","あ はい 
"
10263,"その 関係 も 
","_そう だっ た ん です ね 
","あー そう な ん です ね 
"
10264,"大きな 喜び で ござい まし た 
","_ほー うん 
","あー そう な ん です ね 
"
10265,"孫 二人 と それ から ワン ちゃん 二 匹 で その 世話 で もう 
","_もう 
","あ 
"
10266,"今度 は 
","_うーん 
","あー そう な ん です ね 
"
10267,"頂き まし た 
","_うわー 
","あー はい 
"
10268,"えー 小さい 頃 は 学校 の 先生 に なり たい 
","_あー はい 
","あー そう な ん です ね 
"
10269,"小 学校 2 年 から は あの 隣 が 公会 堂 って ゆっ て 田舎 でし た の で 卓球 台 が 入り まし て 
","_ああ はい 
","あー はい 
"
10270,"弓道 の 
","_そう な ん です ね 
","はい あー 
"
10271,"友達 と 
","_なん だろ 
","あ はい 
"
10272,"食 夕食 を とっ て から 帰り ます の で 八 時 九 時 ごろ に なり 
","_あっ そう です か 
","あ そう な ん です ね 
"
10273,"その 分 まで ね 
","_あー そー な ん です ね 
","あー そう な ん です ね 
"
10274,"そー です ね 
","_そう な ん です か 
","あ そう な ん です か 
"
10275,"最近 で は あのー ね 美空 ひばり が 歌っ た ね 
","_あ 美空 ひばり も いい です よ ね 
","あ はい 
"
10276,"あのー その 違い を 認める と いう ところ から 対人 関係 を 
","_あー 
","あー 
"
10277,"それ を 続け て ます ね 
","_へえ 健康 管理 が 素晴らしい 
","あ 
"
10278,"やはり あの 健康 です ね 
","_うーん 
","あ はい 
"
10279,"まー そー いっ た 自然 な もの が 豊富 に あり まし た の で 
","_自然 な もの が です ね 
","あー そう な ん です ね 
"
10280,"ほ どこ さ れ て こ なかっ た ん で ござい ます けど も 
","_あー はい 
","あ そう な ん です ね 
"
10281,"嬉しかっ た こと です ね 今 まで 
","_はー 素敵 です ね ー はい 
","あー そう な ん です ね 
"
10282,"で も 
","_進行 方向 
","あー そう な ん です ね 
"
10283,"いらっしゃる し 
","_ああ うん 
","はい あ そう な ん です か 
"
10284,"イギリス の 方 に 今 行き たい と 思っ て おり ます それ も 約束 が つい て おり ます の で それ が とっても 嬉しい です 
","_ええ ほんと 
","あー そう な ん です ね 
"
10285,"えー 飲み屋 行っ て 友達 に なる と か 
","_はい あー 
","あー そう な ん です ね 
"
10286,"えー そう いう 意味 で は その この 先生 が です ね 空手 は 教える けど 決して 暴力 を 振るう こと は まかり なら ん よ と いう こと で これ を 守れ なけれ ば 教え ない と いう こと で 
","_そう です よ ね 
","あー 
"
10287,"いう こと で あのー それ を ずーっと 続け て おり まし て そう いう 仲間 が おり ます の で 未だ に 
","_素晴らしい です ねー 
","あー そう な ん です ね 
"
10288,"っ た ん です 
","_へー あー そう な ん です ね 
","あ そう な ん です ね 
"
10289,"その 会社 に 来 て いい よ と 
","_うーん 
","あー そう な ん です ね 
"
10290,"元気 で し て あげ たい こと ばかり です 何事 も 
","_それ が 一番 です 
","あ そう な ん です ね 
"
10291,"池 の 釣り じゃ なく て 海 の 釣り が 
","_あ 海 の 
","あー はい 
"
10292,"で そこ から 一緒 に あのー 娘 と は 生活 し て ない ん です けど も そこ から すぐ 2，3 分 の ところ に 娘 の 家 が あり まし て そこ に あの 家 から まー 1 0 時 前 に は 子供 達 2人 が 
","_へー 
","あっ はは 
"
10293,"これ を やり たい と か あれ を やり たい と か って ちょっと そう いう 気持ち が あの だいぶ 薄れ て しまい まし た けど も まー ほんと は 
","_はい 本当 は 
","あー そう な ん です か 
"
10294,"ま 現在 その 先生 は 亡くなっ て しまい まし た けど 
","_ああ うん 
","あー そう な ん です か 
"
10295,"わたくし の 趣味 と し て は です ね ゴルフ な ん です ね 
","_はい あ ゴルフ 大好き です 
","あー そう な ん です か 
"
10296,"日本 で 作っ て 売る と いう こと で 
","_ほお 
","あー 
"
10297,"ターザン ごっこ でしょう か あるいは 
","_ターザン ごっこ です か 
","あー そう な ん です ね 
"
10298,"いう 風 に 
","_違う 仕事 です か 
","あー 
"
10299,"打つ 
","_はー はい 
","はい はー 
"
10300,"し て ませ ん 
","_あ 
","あ そう な ん です か 
"
10301,"続け て おり ます 
","_あ 
","あー そう な ん です ね 
"
10302,"それ は えー 平成 あっ 失礼 えー 昭和 4 6 年 の 
","_ああ 
","あ はい 
"
10303,"だいたい そんな よう な 遊び な ん です けど 
","_へえ 
","あー そう な ん です ね 
"
10304,"日本 の 国 を です ね 支える うー 仕事 を 
","_そう です よ ね 
","あー そう な ん です ね 
"
10305,"なか 軽井沢 って いう の か 
","_あー 
","あー 
"
10306,"あー 広く 浅く た しみ って いう こと で ござい ます 色んな 
","_あー 
","あー 
"
10307,"今 孫 に 
","_お 孫 さん と 
","はい はい 
"
10308,"大きい 趣味 っちゅう の は ゴルフ です 
","_あ 
","あ 
"
10309,"えー そこ から 歩い て 大 江戸 線 に 乗る まで に 約 ひち はち 分 かかり ます 大 江戸 線 は 一番 下 に ある の で 
","_うん 一番 下 
","あー 
"
10310,"もう 朝 は 4 時 起き 夜 は 1 0 時 頃 まで お 仕事 で 
","_あー 長い です ね 
","あ 
"
10311,"過ごし て 参り まし た の で 
","_先生 だっ た ん です ね はい 
","あー はい はい はい 
"
10312,"粟屋 と 東京 と 
","_は ご 長男 な ん です ね 
","あ そう な ん です ね 
"
10313,"とっても とっても 宝物 に かえ られ ない 
","_優しい 
","はー 
"
10314,"ふっふっ と ある うー の か も しれ ませ ん 
","_ほう ほうほう 
","あー そう な ん です か 
"
10315,"だいたい その ぐらい です 
","_ええ あー 
","あ そう な ん です か 
"
10316,"持続 し て いく こと が でき なかっ た ん です 残念 ながら 
","_ええ はー 
","あー そう な ん です か 
"
10317,"これ も 
","_魚捕り です か 
","あー そう な ん です ね 
"
10318,"えー まだ 貧しかっ た 時代 で ござい ます 
","_あ はい 
","あ そう な ん です ね 
"
10319,"ほんと に いい 気持 に なり まし て ね 
","_そう です よ ねー 
","あー 
"
10320,"そこ が ちょっと まー 描き 始め て 
","_へえ 
","あー そう な ん です ね 
"
10321,"で 私 の 住まい は です ね 渋谷 区 の あのー 西原 と いう こと で 千代田 線 の 上原 駅 の に 非常 に 近い ところ な ん です ね 
","_はい 西原 
","あー そう な ん です ね 
"
10322,"楽器 で し ます の で ね 意外 と 大変 な の と 
","_はい 大変 です ね 
","あ 
"
10323,"先生 たち を 財政 支援 し てる と 
","_うーん 支援 する ん です ね 
","あー そう な ん です ね 
"
10324,"いう ふう に 
","_女の子 は 看護 婦 さん 
","はい あー そう な ん です ね 
"
10325,"えー 縄跳び と か 
","_なん だろ ええ あー 
","あ はい 
"
10326,"木版 画 と か 
","_木版 画 
","あー 
"
10327,"今度 は 渋谷 区 の 区 の 大会 に ね 
","_ええ あっ そう な ん です か 
","あ はい 
"
10328,"それ で わたくし の 収入 が 良く なっ た か と 
","_そう です よ ね 
","あー 
"
10329,"お 母 さん が 子供 を 連れ て き た とこ から はじまる ん です けど それ で そこ の うち は 複雑 でし て 
","_あー そー な ん です ねー 
","あー そう な ん です か 
"
10330,"あのー ヨガ を やっ て い ます の で 
","_あー いい です ね うん うん 
","あー はい はい はい 
"
10331,"適合 する の で は ない か 
","_あ 本当 に 
","あ そう な ん です ね 
"
10332,"に なり ます か 
","_凄い です ね 
","あ はい 
"
10333,"あのー その 違い を 認める と いう ところ から 
","_ああ 
","あー はい はい 
"
10334,"あっ もう 出 たら 若松町 方面 に あのー 出口 出る ん だ な っと 思っ て そい で 左 に 行っ て それ から あのー 
","_あはは 
","あー そう な ん です か 
"
10335,"電話 を し なさい し て くれ と 
","_そう えー 
","あ そう な ん です ね 
"
10336,"そんな に 
","_うーん 
","はー 
"
10337,"とにかく 活発 な 遊び を し て おり まし た 
","_女の子 だ と 
","あー そう な ん です ね 
"
10338,"えー 運 よく ね 
","_あ へえ 
","あー はい はい 
"
10339,"オリンピック を 
","_あっ 
","あっ 
"
10340,"その 卓球 を あの 大人 の 人 たち と に 混じっ て です ね 最初 は 
","_ふふ 
","あ はい 
"
10341,"えー 何 人 か い まし て 
","_やー 
","あー そう な ん です か 
"
10342,"何十 年 ぶり か に 男の子 が 産まれ て 
","_ええ おー 
","あー そう な ん です か 
"
10343,"八十 八 か所 見つけ て い ます が 
","_まあ はい 凄い です ね 
","あ 
"
10344,"チャレンジ し たい な と 
","_そー です ねー 
","あー そう な ん です ね 
"
10345,"その 歩ける こと が 一番 今 嬉しい です 
","_うん そう です ね 
","あー そう な ん です ね 
"
10346,"ひととき が 
","_あー 楽しい 時 です ね 
","あー そう な ん です ね 
"
10347,"ちょっと 無理 で は ない か と 言わ れ た とき 
","_ええ はあ 
","あー そう な ん です ね 
"
10348,"ある 美術 館 に は なるべく 行く よう に し て い ます 
","_わー 素敵 うん 
","あー そう な ん です か 
"
10349,"いつ も 
","_ほんと に 素敵 だ わー 
","そう です ね 
"
10350,"あの きちっと し た 身だしなみ を 整え て い たい って いう の 女性 です から やっぱり 
","_あー 
","あー 
"
10351,"よれよれ する と 
","_そう です なり ます 
","あ そう な ん です か 
"
10352,"友達 が いっぱい って まー いっぱい ある ん です けど 
","_あ 
","はー 
"
10353,"幸せ を 何 か 感ずる こと が できる 
","_あ はい 
","あ はい 
"
10354,"子供 が い たら こんな 気持ち に なる の かしら と 思っ て いただい た 
","_うーん 
","あー 
"
10355,"軍人 に なり ます と 
","_えー えー はい はぁー 
","あ はい 
"
10356,"多い 時 は 年間 んー 5 0 回 近く 
","_おっ 五十 回 も まわら わ れ て 
","あ 
"
10357,"ドジョウ を ドジョウ の 
","_えっ は は 
","あ はい 
"
10358,"せんだって は オーストラリア に ちょっと 行っ て き た ん です が あそこ は 時差 は ない ん です が それ で も 
","_あー そう な ん です ね 
","あー そう な ん です ね 
"
10359,"一 年間 に わずか ご 七 台 しか 
","_えー 一 年 で 七 台 な ん です か 
","あー そう な ん です か 
"
10360,"大 江戸 線 に 
","_大 江戸 線 
","はい 
"
10361,"もう 全面 的 に し て いただき たい と 
","_思い ます はい そう です ねー 
","あー 
"
10362,"それ に 関し て とっても 嬉しかっ た し それ から 
","_そう です よ ね ええ 
","あー そう な ん です ね 
"
10363,"なかっ た ん です ね 
","_ええ あ 
","あ そう な ん です か 
"
10364,"えー ヨガ に は 興味 あり ます 
","_へえ 
","あ そう な ん です か 
"
10365,"そこ の スタジオ と は 関係 が ある ん です けど 
","_あー そう な ん です ね 
","あー そう な ん です ね 
"
10366,"嬉しかっ た こと です 
","_嬉しい です ね 
","あ そう な ん です ね 
"
10367,"鬼 を 決め て 
","_鬼 を 決め て 
","そう です よ ね うん うん うん 
"
10368,"あのー ヨガ を やっ て い ます の で 
","_うん あー 凄い 
","あー はい はい はい 
"
10369,"その 
","_えー 素晴らしい です よー 兄弟 で 一緒 に 
","あー 
"
10370,"それ で えー そう いう 子供 達 を 教え て あげ たい と 思っ て ます が 
","_あ 
","あー 
"
10371,"そんな ところ でしょう か 
","_うーん 素敵 な 趣味 です ねー 
","あー そう な ん です か 
"
10372,"えー 感謝 さ れ 褒め られ た こと が 嬉しかっ た 
","_そう な ん です か 
","あー そう な ん です か 
"
10373,"いう 風 に 考え て い まし た 
","_そー だっ た ん です ねー 
","あ そう な ん です ね 
"
10374,"行ける 自信 が ちょ と ない ん です けど も 行ける チャンス が あっ たら また もう 一 度 行っ て みたい な って 思っ て おり ます 
","_うん もう 是非 はい 
","あー そう な ん です ね 
"
10375,"雑貨 雑貨 は に 
","_あ 
","あー 
"
10376,"まず は 健康 だ と 思い ます の で 
","_はい そう です ね 
","あ そう な ん です か 
"
10377,"自分 に 
","_健康 
","はい 
"
10378,"し て おり ます 
","_いい です よ 
","あ そう な ん です か 
"
10379,"教え で ござい ます の で 
","_え はい 
","あー そう な ん です ね 
"
10380,"あの  
","_うーん 
","あー 
"
10381,"アメリカ の 領事 館 へ 行っ て 領事 と 何 の ため に 行く ん だ どう いう あれ な ん だ って いう こと を 英語 で 
","_なあ ああ ああ 
","あ はい 
"
10382,"あー 広く 浅く た しみ って いう こと で ござい ます 色んな 事 に 興味 が あっ て 
","_はあ いい こと です ね 
","あー そう な ん です か 
"
10383,"4 年 の 所 を 優待 生 で 3 年間 で 
","_はー 
","あー 
"
10384,"もう 一 度 確かめ ながら ゆっくり と 歩い て こちら まで 
","_そう だっ た ん です か 
","あ そう な ん です か 
"
10385,"コーヒー を 一杯 飲ん で 
","_あ そう な ん です ね 
","あ そう な ん です ね 
"
10386,"あのー 中目黒 の 駅 から 二 つ 先 の 学芸 大学 って いう 所 に 越さ なきゃ いけ なかっ た ん で 
","_あー そう な ん です か 
","あー そう な ん です か 
"
10387,"一人 おり ます 
","_そう な ん です か 
","あ そう な ん です か 
"
10388,"8 歳 くらい まで は 色々 何 か おっかない よう な 感じ が し たり する 
","_あー 
","あー 
"
10389,"大 掃除 と それ から 片付ける こと を 
","_そう です ねー 
","あ そう です か 
"
10390,"あのー あっ これ 焦っ て は いけ ない で も 焦っ て しまい そう な 感じ に も 
","_そんな こと 
","あー そう な ん です か 
"
10391,"仕事 を まだ 続け て やり たい な と 違う 
","_一緒 に 
","はー 
"
10392,"読ん だり 
","_あ 
","あ 
"
10393,"大変 
","_そう いう 時代 です ね 
","はい 
"
10394,"えー 調べ て 歩き ま 全国 を 歩き 
","_あ 全国 を です か 
","あ 
"
10395,"もう 今 は 歌舞伎 は 
","_あー 
","あー そう な ん です ね 
"
10396,"友達 に は 嫌わ れ たく あり ませ ん から そのー 病気 の お 話し も いっしょ ん なっ て お 話 は し ます けど も とっても それ は 何 だ か 同い年 な だけ に つらい よう な こと も 
","_あ そう です ね 
","あー 
"
10397,"あの 滑り込み まし た 
","_あー よかっ た です ね 
","あ はい 
"
10398,"時々 思い出す こと が あり ます 
","_ふーん はい 
","あー そう な ん です ね 
"
10399,"旅行 と か ね いう こと 時々 は 
","_いい です 
","あ そう な ん です か 
"
10400,"学校 を 休む わけ に 
","_えー 
","あー 
"
10401,"夕飯 の 支度 と か が 
","_へー 
","あ 
"
10402,"乗り換え が また 
","_距離 が あり ます ね 
","あ はい 
"
10403,"あのー ここ まで 辿り着き まし た そんな に 時間 かから なかっ た ん で 良かっ た と 思い ます 
","_あっ そう です か 
","あー そう な ん です ね 
"
10404,"歌っ た こと です か ね 
","_あー そう な ん です ね 
","あ そう な ん です か 
"
